dt_issue_date,violation_description,tickets_issued
2025-04-01,NO STOPPING-DAY/TIME LIMITS,294
2024-06-26,MISSING EQUIPMENT,17
2023-10-05,DOUBLE PARKING,1093
2024-06-13,DIVIDED HIGHWAY,4
2024-08-08,NO STANDING-HOTEL LOADING,22
2024-12-28,OBSTRUCTING DRIVEWAY,151
2024-07-03,IDLING,1
2024-07-16,FAIL TO DISP. MUNI METER RECPT,1040
2024-05-18,NO PARKING-DAY/TIME LIMITS,1143
2024-05-07,NO STANDING EXCP DP,1
2025-02-19,BEYOND MARKED SPACE,17
2024-07-29,NIGHTTIME STD/ PKG IN A PARK,3
2024-08-16,COMML PLATES-UNALTERED VEHICLE,93
2025-07-01,BUS PARKING IN LOWER MANHATTAN,4
2023-11-30,FAIL TO DISP. MUNI METER RECPT,644
2025-06-24,NO PARKING-EXC. AUTH. VEHICLE,3
2024-09-05,TRAFFIC LANE,15
2025-03-31,NO PARKING-EXC. DSBLTY PERMIT,4
2025-05-15,FAIL TO DSPLY MUNI METER RECPT,4448
2023-10-13,NO PARKING-DAY/TIME LIMITS,1475
2023-07-21,MISSING EQUIPMENT,9
2025-04-18,NO STANDING-BUS LANE,95
2025-03-14,ANGLE PARKING,15
2025-03-31,NO STANDING-BUS LANE,68
2024-05-02,DIVIDED HIGHWAY,20
2023-11-27,PEDESTRIAN RAMP,16
2024-12-31,ANGLE PARKING,3
2025-01-15,FAIL TO DSPLY MUNI METER RECPT,4176
2024-10-16,EXPIRED MUNI MTR-COMM MTR ZN,149
2024-11-01,FAIL TO DISP. MUNI METER RECPT,869
2023-12-14,NO STANDING-COMM METER ZONE,699
2023-09-28,MISSING EQUIPMENT,19
2024-12-15,INSP STICKER-MUTILATED/C'FEIT,18
2024-12-24,EXPIRED METER-COMM METER ZONE,2616
2025-03-23,TRAFFIC LANE,4
2025-03-09,OTHER,6
2028-11-26,FRONT OR BACK PLATE MISSING,1
2025-02-18,SAFETY ZONE,104
2025-03-30,MOBILE BUS LANE VIOLATION,386
2024-04-09,MISSING EQUIPMENT,25
2024-05-27,MISCELLANEOUS,12
2024-02-21,FIRE HYDRANT,2417
2025-05-08,DIVIDED HIGHWAY,5
2023-10-31,NO STANDING-BUS STOP,761
2022-02-15,FIRE HYDRANT,1
2025-03-10,REG STICKER-MUTILATED/C'FEIT,10
2024-04-12,NO STANDING-FOR HIRE VEH STND,5
2023-05-31,NO PARKING-STREET CLEANING,4
2023-10-11,OBSTRUCTING DRIVEWAY,159
2023-10-25,NO STANDING-COMMUTER VAN STOP,1
2023-09-22,PHTO SCHOOL ZN SPEED VIOLATION,15966
2023-03-13,NO PARKING-STREET CLEANING,1
2025-07-01,NO STANDING-OFF-STREET LOT,1433
2024-05-24,TRAFFIC LANE,12
2025-06-07,OBSTRUCTING TRAFFIC/INTERSECT,1
2024-09-05,OTHER,7
2024-07-30,INTERSECTION,8
2024-04-11,NGHT PKG ON RESID STR-COMM VEH,140
2024-07-16,NON-COMPLIANCE W/ POSTED SIGN,72
2025-02-08,BEYOND MARKED SPACE,7
2023-10-20,NIGHTTIME STD/ PKG IN A PARK,2
2024-01-16,MISUSE PARKING PERMIT,6
2023-09-06,DOUBLE PARKING,1110
2023-12-28,OVERTIME PKG-TIME LIMIT POSTED,4
2027-06-07,NO STANDING-DAY/TIME LIMITS,2
2025-04-18,NO STANDING-FOR HIRE VEH STND,5
2024-08-05,NO MATCH-PLATE/STICKER,69
2022-07-04,NGHT PKG ON RESID STR-COMM VEH,1
2024-09-03,MISSING EQUIPMENT,10
2023-09-08,UNAUTHORIZED BUS LAYOVER,1
2025-04-07,REG STICKER-MUTILATED/C'FEIT,10
2024-03-05,SIDEWALK,165
2024-04-03,WRONG WAY,19
2023-12-27,UNAUTHORIZED BUS LAYOVER,1
2024-07-11,OBSTRUCTING TRAFFIC/INTERSECT,32
2025-04-16,NO STANDING-BUS STOP,722
2025-03-10,INSP. STICKER-EXPIRED/MISSING,1637
2023-12-18,MISCELLANEOUS,6
2024-06-23,NO STANDING-EXC. TRUCK LOADING,215
2024-03-31,BIKE LANE,23
2023-09-06,MISCELLANEOUS,4
2025-05-20,UNAUTHORIZED BUS LAYOVER,1
2025-07-25,NO STANDING-HOTEL LOADING,16
2025-03-16,NO STANDING-FOR HIRE VEH STND,6
2023-07-24,SIDEWALK,139
2024-05-11,WRONG WAY,25
2024-05-16,DETACHED TRAILER,120
2024-06-16,MISUSE PARKING PERMIT,4
2023-09-01,NO STOPPING-DAY/TIME LIMITS,223
2024-03-02,MISSING EQUIPMENT,11
2024-04-15,NO MATCH-PLATE/STICKER,70
2024-02-15,PCKP DSCHRGE IN PRHBTD ZONE,1
2025-03-11,WRONG WAY,26
2023-09-14,BIKE LANE,203
2023-08-01,FIRE HYDRANT,1848
2024-02-07,REG STICKER-MUTILATED/C'FEIT,19
2024-03-03,BIKE LANE,43
2024-05-30,INTERSECTION,6
2025-05-07,WRONG WAY,19
2024-09-20,OBSTRUCTING DRIVEWAY,150
2024-11-16,PARKED BUS-EXC. DESIG. AREA,12
2024-04-22,OBSTRUCTING TRAFFIC/INTERSECT,7
2024-01-13,BEYOND MARKED SPACE,8
2024-08-15,BEYOND MARKED SPACE,18
2023-12-05,NON-COMPLIANCE W/ POSTED SIGN,93
2025-05-09,NO PARKING-DAY/TIME LIMITS,1783
2025-02-02,NO STOPPING-DAY/TIME LIMITS,87
2024-02-14,PHTO SCHOOL ZN SPEED VIOLATION,10017
2024-05-22,MISCELLANEOUS,7
2025-07-17,NO STANDING-BUS STOP,640
2023-11-25,INSP STICKER-MUTILATED/C'FEIT,15
2025-07-03,NO STANDING-DAY/TIME LIMITS,2825
2025-01-09,NO STAND TAXI/FHV RELIEF STAND,11
2025-05-20,NO PARKING-EXC. AUTH. VEHICLE,9
2022-10-02,DOUBLE PARKING,1
2023-07-28,NO STANDING-FOR HIRE VEH STND,7
2024-02-15,NO STANDING-EXC. TRUCK LOADING,933
2024-04-21,COMML PLATES-UNALTERED VEHICLE,13
2023-06-04,NO PARKING-DAY/TIME LIMITS,180
2024-01-26,NON-COMPLIANCE W/ POSTED SIGN,58
2023-09-15,NO STANDING-TAXI STAND,44
2024-11-02,EXPIRED METER-COMM METER ZONE,1199
2024-11-25,TRAFFIC LANE,20
2023-10-05,BUS PARKING IN LOWER MANHATTAN,1
2025-07-12,BLUE ZONE,19
2024-08-22,OBSTRUCTING TRAFFIC/INTERSECT,28
2025-03-17,FRAUDULENT USE PARKING PERMIT,24
2025-01-14,VIN OBSCURED,140
2023-09-11,FRAUDULENT USE PARKING PERMIT,8
2023-08-21,PEDESTRIAN RAMP,31
2024-08-15,EXPIRED MUNI METER,1339
2024-12-31,FRAUDULENT USE PARKING PERMIT,4
2023-06-10,OBSTRUCTING TRAFFIC/INTERSECT,3
2024-12-03,TRAFFIC LANE,16
2025-07-12,ANGLE PARKING,6
2025-07-14,NO STANDING EXCP D/S,15
2025-03-22,INSP. STICKER-EXPIRED/MISSING,1272
2025-01-25,NO MATCH-PLATE/STICKER,37
2024-09-27,PHTO SCHOOL ZN SPEED VIOLATION,12991
2024-04-04,NON-COMPLIANCE W/ POSTED SIGN,48
2024-07-06,ANGLE PARKING,2
2025-05-17,PCKP DSCHRGE IN PRHBTD ZONE,2
2023-12-21,DOUBLE PARKING-MIDTOWN COMML,82
2024-05-20,NO STANDING-BUS LANE,111
2023-09-18,OBSTRUCTING TRAFFIC/INTERSECT,3
2023-08-01,TRAFFIC LANE,3
2024-10-02,SAFETY ZONE,155
2025-01-20,BIKE LANE,80
2025-07-02,NO STANDING-FOR HIRE VEH STND,9
2025-06-25,NO STANDING-BUS STOP,681
2023-08-08,DOUBLE PARKING,1314
2025-01-29,FRAUDULENT USE PARKING PERMIT,20
2024-03-27,INSP. STICKER-EXPIRED/MISSING,1684
2024-11-23,NO STANDING-BUS LANE,28
2024-03-02,FIRE HYDRANT,2024
2024-04-24,FRAUDULENT USE PARKING PERMIT,152
2024-11-08,REMOVE/REPLACE FLAT TIRE,1
2024-05-16,SELLING/OFFERING MCHNDSE-METER,3
2025-01-23,IMPROPER REGISTRATION,22
2024-07-29,NGHT PKG ON RESID STR-COMM VEH,56
2024-10-09,NO STANDING-COMMUTER VAN STOP,2
2025-04-03,FRONT OR BACK PLATE MISSING,778
2024-04-17,NO STANDING-BUS STOP,873
2024-12-13,NO PARKING-EXC. AUTH. VEHICLE,1
2024-05-12,NO STANDING-EXC. AUTH. VEHICLE,185
2024-02-07,NO STANDING-COMMUTER VAN STOP,1
2023-09-06,VIN OBSCURED,17
2024-03-26,PLTFRM LFTS LWRD POS COMM VEH,303
2024-12-08,NO STANDING-HOTEL LOADING,21
2024-01-20,DIVIDED HIGHWAY,3
2024-02-23,PARKED BUS-EXC. DESIG. AREA,13
2024-03-08,FRAUDULENT USE PARKING PERMIT,24
2024-06-03,NO PARKING-EXC. DSBLTY PERMIT,10
2024-02-07,TRAFFIC LANE,12
2024-08-14,MOBILE BUS LANE VIOLATION,624
2025-01-11,UNAUTHORIZED BUS LAYOVER,5
2024-11-14,MOBILE BUS LANE VIOLATION,567
2023-11-01,INSP. STICKER-EXPIRED/MISSING,4616
2024-09-07,INSP. STICKER-EXPIRED/MISSING,1380
2021-04-19,FIRE HYDRANT,1
2024-12-23,COMML PLATES-UNALTERED VEHICLE,32
2025-02-13,NON-COMPLIANCE W/ POSTED SIGN,43
2022-12-30,DOUBLE PARKING,1
2023-12-01,STORAGE-3HR COMMERCIAL,5
2025-02-22,BUS PARKING IN LOWER MANHATTAN,8
2024-07-08,MISUSE PARKING PERMIT,10
2024-06-15,REG STICKER-MUTILATED/C'FEIT,14
2023-12-19,VIN OBSCURED,12
2024-07-25,FAIL TO DSPLY MUNI METER RECPT,4290
2022-11-09,DOUBLE PARKING,1
2024-06-08,OTHER,22
2024-09-24,SELLING/OFFERING MCHNDSE-METER,3
2024-12-23,NIGHTTIME STD/ PKG IN A PARK,3
2024-03-19,NO STANDING EXCP D/S,18
2024-07-24,UNAUTHORIZED BUS LAYOVER,1
2023-11-18,EXPIRED MUNI METER,800
2025-02-27,BLUE ZONE,4
2025-03-30,MISCELLANEOUS,15
2023-11-09,PARKED BUS-EXC. DESIG. AREA,25
2024-05-31,SIDEWALK,168
2024-07-20,NO PARKING-EXC. AUTH. VEHICLE,3
2025-04-22,OVERNIGHT TRACTOR TRAILER PKG,26
2025-06-12,NO STOPPING-DAY/TIME LIMITS,269
2023-10-24,BIKE LANE,267
2024-12-19,NO PARKING-DAY/TIME LIMITS,1302
2024-02-27,NO MATCH-PLATE/STICKER,63
2024-04-13,DIVIDED HIGHWAY,16
2024-11-29,ANGLE PARKING-COMM VEHICLE,1
2023-06-09,ANGLE PARKING,1
2024-08-18,VIN OBSCURED,57
2024-11-15,INSP. STICKER-EXPIRED/MISSING,1598
2025-04-03,MISCELLANEOUS,6
2025-04-21,FAIL TO DISP. MUNI METER RECPT,1160
2024-08-01,PLTFRM LFTS LWRD POS COMM VEH,276
2025-01-01,IMPROPER REGISTRATION,1
2023-07-22,NO STANDING-DAY/TIME LIMITS,1691
2022-07-04,NO STANDING-DAY/TIME LIMITS,1
2023-09-14,DOUBLE PARKING-MIDTOWN COMML,401
2024-02-19,TRAFFIC LANE,3
2026-06-25,OBSTRUCTING DRIVEWAY,1
2024-09-18,OBSTRUCTING TRAFFIC/INTERSECT,4
2025-01-09,STORAGE-3HR COMMERCIAL,47
2025-03-24,INSP. STICKER-EXPIRED/MISSING,562
2023-09-16,NO STANDING-EXC. TRUCK LOADING,430
2025-01-13,NO STOPPING-DAY/TIME LIMITS,174
2025-07-16,MISSING EQUIPMENT,20
2024-02-22,NO STANDING-EXC. TRUCK LOADING,843
2025-01-31,REG STICKER-MUTILATED/C'FEIT,14
2026-05-25,FIRE HYDRANT,1
2024-08-06,UNAUTHORIZED BUS LAYOVER,3
2025-04-06,NO STANDING-BUS STOP,386
2024-09-05,MISCELLANEOUS,7
2024-01-23,NO MATCH-PLATE/STICKER,62
2024-09-05,MOBILE BUS LANE VIOLATION,637
2024-08-06,BIKE LANE,214
2025-03-09,INSP. STICKER-EXPIRED/MISSING,1028
2024-10-15,MISUSE PARKING PERMIT,46
2025-04-14,INTERSECTION,4
2025-02-27,NO STANDING-DAY/TIME LIMITS,2907
2024-02-02,EXPIRED MUNI MTR-COMM MTR ZN,124
2023-08-18,OVERTIME PKG-TIME LIMIT POSTED,3
2024-06-03,NO STANDING-FOR HIRE VEH STND,6
2023-12-25,NO STANDING-EXC. TRUCK LOADING,25
2025-02-27,OVERNIGHT TRACTOR TRAILER PKG,15
2024-01-20,STORAGE-3HR COMMERCIAL,27
2023-12-08,INTERSECTION,1
2023-09-22,NO STAND TAXI/FHV RELIEF STAND,17
2023-07-22,NO STANDING-HOTEL LOADING,8
2025-04-29,EXPIRED METER-COMM METER ZONE,1876
2024-04-05,PHTO SCHOOL ZN SPEED VIOLATION,12319
2024-06-21,BLUE ZONE,12
2024-01-23,SELLING/OFFERING MCHNDSE-METER,1
2024-11-29,FAIL TO DSPLY MUNI METER RECPT,4791
2024-02-23,FIRE HYDRANT,2149
2024-07-26,NO STANDING-BUS STOP,653
2025-07-27,FRAUDULENT USE PARKING PERMIT,6
2024-09-08,NO STANDING-COMM METER ZONE,1
2024-09-29,NO STANDING-TAXI STAND,65
2024-02-17,NON-COMPLIANCE W/ POSTED SIGN,9
2025-03-19,NO STANDING-EXC. TRUCK LOADING,760
2025-04-20,NO STANDING-BUS STOP,336
2023-08-14,OVERTIME PKG-TIME LIMIT POSTED,2
2025-02-17,NO MATCH-PLATE/STICKER,51
2024-08-07,NO STANDING-HOTEL LOADING,16
2023-07-10,OTHER,10
2025-02-07,NO STANDING-EXC. AUTH. VEHICLE,383
2023-11-13,REG STICKER-MUTILATED/C'FEIT,20
2025-02-21,NO PARKING-EXC. DSBLTY PERMIT,10
2024-11-15,PCKP DSCHRGE IN PRHBTD ZONE,7
2023-08-01,BUS LANE VIOLATION,1488
2025-12-15,OBSTRUCTING DRIVEWAY,2
2025-04-02,NO STANDING-COMM METER ZONE,1223
2024-08-06,BUS LANE VIOLATION,2562
2024-02-17,MOBILE BUS LANE VIOLATION,266
2024-04-02,FAIL TO DISP. MUNI METER RECPT,795
2024-10-27,NO STANDING-DAY/TIME LIMITS,889
2024-12-24,EXPIRED MUNI MTR-COMM MTR ZN,39
2024-02-10,NO STANDING-COMM METER ZONE,840
2024-12-22,VEHICLE FOR SALE(DEALERS ONLY),1
2024-01-25,EXCAVATION-VEHICLE OBSTR TRAFF,4
2025-06-12,NO STANDING EXCP D/S,25
2023-08-22,NO STANDING-EXC. AUTH. VEHICLE,322
2024-06-13,NO PARKING-EXC. AUTH. VEHICLE,4
2023-09-11,DETACHED TRAILER,63
2023-10-20,NO PARKING-EXC. DSBLTY PERMIT,17
2024-04-10,MISSING EQUIPMENT,7
2025-04-04,DOUBLE PARKING,1027
2023-07-04,WRONG WAY,5
2022-06-21,OBSTRUCTING DRIVEWAY,1
2023-09-06,COMML PLATES-UNALTERED VEHICLE,81
2024-10-15,EXPIRED MUNI MTR-COMM MTR ZN,175
2024-10-22,NGHT PKG ON RESID STR-COMM VEH,196
2023-06-22,BUS LANE VIOLATION,1710
2023-11-01,INSP STICKER-MUTILATED/C'FEIT,39
2023-07-11,TRAFFIC LANE,5
2024-10-11,NO PARKING-EXC. DSBLTY PERMIT,2
2024-01-08,OBSTRUCTING DRIVEWAY,140
2025-07-19,WRONG WAY,23
2023-07-31,ELEVATED/DIVIDED HIGHWAY/TUNNL,1
2024-11-23,NO STAND TAXI/FHV RELIEF STAND,57
2023-07-14,OVERNIGHT TRACTOR TRAILER PKG,12
2024-05-04,NO PARKING-EXC. DSBLTY PERMIT,9
2025-04-26,PLTFRM LFTS LWRD POS COMM VEH,203
2024-08-07,EXPIRED MUNI METER,1008
2023-10-18,BUS LANE VIOLATION,2476
2023-06-27,FAILURE TO STOP AT RED LIGHT,1997
2025-03-06,FAIL TO DISP. MUNI METER RECPT,1178
2025-01-30,FAILURE TO STOP AT RED LIGHT,1408
2025-07-25,FIRE HYDRANT,1610
2024-03-07,OTHER,8
2024-06-10,BIKE LANE,221
2023-06-30,FAILURE TO STOP AT RED LIGHT,2362
2000-10-04,PARKED BUS-EXC. DESIG. AREA,1
2025-02-15,BIKE LANE,135
2024-12-29,EXPIRED MUNI METER,1
2024-12-24,NO STANDING-EXC. TRUCK LOADING,701
2024-09-17,FRAUDULENT USE PARKING PERMIT,68
2025-07-09,NO PARKING-STREET CLEANING,3423
2023-07-30,BUS LANE VIOLATION,1085
2024-12-01,NO STAND TAXI/FHV RELIEF STAND,40
2023-11-17,NO MATCH-PLATE/STICKER,51
2024-12-11,DOUBLE PARKING-MIDTOWN COMML,152
2024-08-01,NO STANDING-TAXI STAND,59
2024-11-16,NO STANDING-COMMUTER VAN STOP,8
2025-03-24,PEDESTRIAN RAMP,20
2025-04-05,NO STANDING-COMM METER ZONE,657
2024-01-12,MISSING EQUIPMENT,10
2025-02-10,ANGLE PARKING,5
2025-05-23,WRONG WAY,22
2023-07-14,PLTFRM LFTS LWRD POS COMM VEH,258
2025-07-02,SAFETY ZONE,135
2023-11-22,FRONT OR BACK PLATE MISSING,621
2025-05-21,DOUBLE PARKING-MIDTOWN COMML,197
2023-06-08,MISCELLANEOUS,4
2024-12-13,PEDESTRIAN RAMP,34
2024-05-08,OVERNIGHT TRACTOR TRAILER PKG,19
2024-10-07,NO STANDING-TAXI STAND,60
2024-07-27,NO STD(EXC TRKS/GMTDST NO-TRK),7
2023-07-22,CROSSWALK,203
2023-11-24,CROSSWALK,215
2023-08-18,FRAUDULENT USE PARKING PERMIT,8
2023-12-12,INSP STICKER-MUTILATED/C'FEIT,12
2024-12-12,MISCELLANEOUS,13
2025-07-22,OTHER,2
2024-03-21,MISCELLANEOUS,6
2023-06-30,BUS LANE VIOLATION,1612
2024-04-22,WRONG WAY,16
2024-09-21,OVERTIME PKG-TIME LIMIT POSTED,8
2024-03-25,DIVIDED HIGHWAY,1
2025-03-20,NO STAND TAXI/FHV RELIEF STAND,19
2025-03-03,NO STANDING-COMMUTER VAN STOP,5
2025-02-20,BEYOND MARKED SPACE,21
2024-01-14,NO PARKING-STREET CLEANING,10
2024-06-09,WRONG WAY,4
2023-06-25,CROSSWALK,7
2024-04-03,DOUBLE PARKING-MIDTOWN COMML,194
2023-07-12,FIRE HYDRANT,2086
2025-08-23,NGHT PKG ON RESID STR-COMM VEH,1
2023-07-05,NO MATCH-PLATE/STICKER,41
2024-03-14,NO STOP/STANDNG EXCEPT PAS P/U,1
2024-06-13,NO STAND TAXI/FHV RELIEF STAND,30
2024-10-05,DOUBLE PARKING,709
2023-07-30,COMML PLATES-UNALTERED VEHICLE,9
2024-06-30,NO STANDING-EXC. TRUCK LOADING,109
2024-02-21,NON-COMPLIANCE W/ POSTED SIGN,97
2025-03-01,BUS PARKING IN LOWER MANHATTAN,1
2023-08-06,PARKED BUS-EXC. DESIG. AREA,2
2023-09-04,NO PARKING-STREET CLEANING,6
2025-02-16,NO PARKING-EXC. DSBLTY PERMIT,3
2025-01-16,OTHER,13
2025-04-22,FAILURE TO STOP AT RED LIGHT,1610
2025-04-23,PHTO SCHOOL ZN SPEED VIOLATION,11606
2024-05-15,OVERTIME PKG-TIME LIMIT POSTED,2
2024-07-18,BLUE ZONE,13
2025-01-11,NO STANDING EXCP D/S,9
2023-07-20,INSP. STICKER-EXPIRED/MISSING,1772
2023-06-25,FIRE HYDRANT,275
2024-09-14,BLUE ZONE,5
2024-04-14,SAFETY ZONE,83
2024-04-07,NO STANDING-EXC. AUTH. VEHICLE,87
2024-01-26,PHTO SCHOOL ZN SPEED VIOLATION,10084
2024-11-28,NO STANDING-COMM METER ZONE,1
2025-06-20,BEYOND MARKED SPACE,21
2024-08-09,MISUSE PARKING PERMIT,20
2023-11-11,EXPIRED MUNI MTR-COMM MTR ZN,13
2025-02-09,MISCELLANEOUS,13
2025-07-07,EXPIRED MUNI MTR-COMM MTR ZN,111
2023-08-08,NO STANDING-EXC. TRUCK LOADING,843
2025-05-15,SAFETY ZONE,139
2024-02-20,MISUSE PARKING PERMIT,18
2024-03-13,WRONG WAY,27
2023-09-22,NO STANDING-EXC. AUTH. VEHICLE,254
2023-08-22,REG STICKER-MUTILATED/C'FEIT,22
2025-07-21,NO STOPPING-DAY/TIME LIMITS,187
2024-02-25,NO PARKING-STREET CLEANING,12
2024-08-05,IMPROPER REGISTRATION,29
2024-08-17,MOBILE BUS LANE VIOLATION,212
2024-10-31,MISSING EQUIPMENT,11
2024-08-21,EXCAVATION-VEHICLE OBSTR TRAFF,3
2024-03-01,INTERSECTION,2
2023-12-06,MISCELLANEOUS,9
2025-04-26,EXPIRED METER-COMM METER ZONE,2049
2023-11-06,NO STANDING-DAY/TIME LIMITS,2509
2025-10-01,NO STANDING-DAY/TIME LIMITS,1
2025-02-13,ANGLE PARKING,13
2023-10-29,MOBILE BUS LANE VIOLATION,249
2024-12-04,BEYOND MARKED SPACE,7
2023-08-19,FRAUDULENT USE PARKING PERMIT,4
2024-01-09,INSP STICKER-MUTILATED/C'FEIT,14
2023-06-21,NON-COMPLIANCE W/ POSTED SIGN,4
2025-07-22,NO PARKING-STREET CLEANING,9556
2024-08-29,FRONT OR BACK PLATE MISSING,875
2024-11-07,NO STOPPING-DAY/TIME LIMITS,251
2023-08-02,INSP STICKER-MUTILATED/C'FEIT,39
2024-11-07,SAFETY ZONE,152
2023-08-01,OVERNIGHT TRACTOR TRAILER PKG,10
2023-12-10,FAILURE TO STOP AT RED LIGHT,1465
2023-12-27,NO PARKING-EXC. DSBLTY PERMIT,17
2025-12-07,NGHT PKG ON RESID STR-COMM VEH,1
2023-06-21,MISCELLANEOUS,6
2023-06-16,NO STANDING-DAY/TIME LIMITS,98
2023-08-24,IMPROPER REGISTRATION,16
2023-12-18,NO MATCH-PLATE/STICKER,37
2024-07-18,MISCELLANEOUS,14
2024-03-28,PEDESTRIAN RAMP,14
2024-05-22,MARGINAL STREET/WATER FRONT,1
2024-12-26,EXPIRED METER-COMM METER ZONE,2030
2023-06-04,UNAUTHORIZED BUS LAYOVER,5
2025-04-04,BLUE ZONE,6
2023-10-26,DOUBLE PARKING,1265
2025-07-11,INSP STICKER-MUTILATED/C'FEIT,5
2023-11-08,NGHT PKG ON RESID STR-COMM VEH,130
2023-12-26,DOUBLE PARKING,574
2025-04-29,FAIL TO DISP. MUNI METER RECPT,1319
2024-09-24,NO STOPPING-DAY/TIME LIMITS,134
2024-06-09,INSP STICKER-MUTILATED/C'FEIT,30
2025-04-30,MOBILE BUS LANE VIOLATION,738
2024-03-03,IMPROPER REGISTRATION,7
2025-01-26,REG. STICKER-EXPIRED/MISSING,436
2025-07-14,COMML PLATES-UNALTERED VEHICLE,71
2025-01-19,BEYOND MARKED SPACE,1
2022-06-13,OBSTRUCTING DRIVEWAY,1
2024-10-05,NO STOPPING-DAY/TIME LIMITS,132
2024-07-10,IMPROPER REGISTRATION,23
2024-10-23,NO STANDING-OFF-STREET LOT,1115
2023-12-14,MISSING EQUIPMENT,10
2024-02-21,FRAUDULENT USE PARKING PERMIT,12
2023-11-17,NO STOPPING-DAY/TIME LIMITS,178
2024-10-09,SAFETY ZONE,159
2023-12-05,TRAFFIC LANE,7
2024-10-06,BEYOND MARKED SPACE,6
2023-05-17,MISCELLANEOUS,1
2024-01-31,NO PARKING-DAY/TIME LIMITS,2592
2024-06-17,NO STANDING-EXC. TRUCK LOADING,722
2024-02-13,PLTFRM LFTS LWRD POS COMM VEH,130
2024-03-10,NO STANDING-BUS STOP,442
2024-08-27,NO STANDING-EXC. AUTH. VEHICLE,320
2024-11-26,MISCELLANEOUS,11
2024-11-08,NO PARKING-DAY/TIME LIMITS,2272
2024-03-15,EXPIRED MUNI METER,828
2024-12-02,VEHICLE FOR SALE(DEALERS ONLY),2
2024-11-19,FIRE HYDRANT,2279
2024-11-19,NO STANDING-COMM METER ZONE,1102
2025-03-24,VIN OBSCURED,53
2025-03-11,EXPIRED MUNI METER,923
2025-03-01,NON-COMPLIANCE W/ POSTED SIGN,53
2024-01-03,WRONG WAY,14
2023-10-04,OBSTRUCTING TRAFFIC/INTERSECT,53
2025-01-27,NO STANDING-EXC. AUTH. VEHICLE,398
2025-04-05,NGHT PKG ON RESID STR-COMM VEH,150
2023-10-18,DETACHED TRAILER,80
2024-08-07,NO PARKING-EXC. DSBLTY PERMIT,4
2024-03-12,FRAUDULENT USE PARKING PERMIT,18
2024-07-04,STORAGE-3HR COMMERCIAL,65
2024-04-12,OVERNIGHT TRACTOR TRAILER PKG,15
2023-11-07,PEDESTRIAN RAMP,31
2025-04-20,FAILURE TO STOP AT RED LIGHT,1892
2025-07-02,PLTFRM LFTS LWRD POS COMM VEH,397
2024-10-02,PCKP DSCHRGE IN PRHBTD ZONE,36
2025-03-27,FAIL TO DSPLY MUNI METER RECPT,3364
2023-09-12,MISCELLANEOUS,4
2025-02-05,PEDESTRIAN RAMP,27
2025-04-11,OBSTRUCTING DRIVEWAY,131
2022-04-21,DOUBLE PARKING,1
2025-05-12,NO STANDING-HOTEL LOADING,17
2023-09-19,FAIL TO DISP. MUNI METER RECPT,389
2023-07-12,MISUSE PARKING PERMIT,25
2023-07-22,COMML PLATES-UNALTERED VEHICLE,32
2025-04-16,EXPIRED MUNI METER,1008
2024-02-06,FAIL TO DSPLY MUNI METER RECPT,4717
2024-08-27,FIRE HYDRANT,1837
2024-11-26,REG STICKER-MUTILATED/C'FEIT,19
2022-07-25,OBSTRUCTING DRIVEWAY,1
2023-10-22,CROSSWALK,127
2024-06-12,TRAFFIC LANE,19
2023-09-14,VEHICLE FOR SALE(DEALERS ONLY),2
2024-08-12,FAILURE TO STOP AT RED LIGHT,1999
2024-06-19,DOUBLE PARKING-MIDTOWN COMML,123
2025-04-13,TRAFFIC LANE,6
2024-08-21,NO STANDING-TAXI STAND,81
2024-10-04,MISSING EQUIPMENT,13
2025-06-15,REG. STICKER-EXPIRED/MISSING,702
2023-09-22,VIN OBSCURED,6
2024-12-20,EXCAVATION-VEHICLE OBSTR TRAFF,1
2023-12-27,NIGHTTIME STD/ PKG IN A PARK,3
2026-10-25,SIDEWALK,1
2024-09-02,PHTO SCHOOL ZN SPEED VIOLATION,20905
2024-01-12,MISCELLANEOUS,10
2024-11-21,MOBILE BUS LANE VIOLATION,794
2024-12-24,MISSING EQUIPMENT,17
2023-10-14,NO STAND TAXI/FHV RELIEF STAND,53
2023-07-21,NO STANDING-EXC. AUTH. VEHICLE,305
2023-08-26,CROSSWALK,177
2024-10-09,FIRE HYDRANT,2184
2025-10-01,NON-COMPLIANCE W/ POSTED SIGN,1
2025-03-24,FAIL TO DSPLY MUNI METER RECPT,1232
2025-06-21,INSP. STICKER-EXPIRED/MISSING,1048
2025-06-21,SELLING/OFFERING MCHNDSE-METER,1
2025-05-26,NO STANDING-COMM METER ZONE,9
2024-02-20,NO STANDING EXCP D/S,16
2024-08-09,NO PARKING-STREET CLEANING,9346
2025-04-08,NO PARKING-DAY/TIME LIMITS,2304
2023-09-10,NO PARKING-STREET CLEANING,11
2024-01-18,FAIL TO DSPLY MUNI METER RECPT,4064
2024-06-30,COMML PLATES-UNALTERED VEHICLE,4
2024-10-18,EXPIRED MUNI MTR-COMM MTR ZN,127
2025-02-24,NO STANDING-TAXI STAND,37
2024-08-04,SAFETY ZONE,53
2025-11-29,NO STANDING-BUS STOP,1
2025-04-14,NGHT PKG ON RESID STR-COMM VEH,87
2000-04-19,FRONT OR BACK PLATE MISSING,1
2024-02-29,NO PARKING-EXC. AUTH. VEHICLE,5
2023-04-19,FIRE HYDRANT,5
